appid,game_name,concurrent_players,collected_at
1172470,Apex Legends,51381,2025-12-31 02:15:58.002533
570,Dota 2,446082,2025-12-31 02:15:58.002533
1778820,TEKKEN 8,5319,2025-12-31 02:15:58.002533
271590,Grand Theft Auto V,61166,2025-12-31 02:26:01.324727
1811260,EA SPORTS FC™ 26,586,2025-12-31 02:26:01.324727
730,Counter-Strike 2,787532,2025-12-31 02:26:01.324727
578080,PUBG: Battlegrounds,120486,2025-12-31 02:26:01.324727
1172470,Apex Legends,51381,2025-12-31 02:26:01.324727
570,Dota 2,446082,2025-12-31 02:26:01.324727
1778820,TEKKEN 8,5319,2025-12-31 02:26:01.324727
271590,Grand Theft Auto V,60015,2025-12-31 02:36:03.849488
1811260,EA SPORTS FC™ 26,586,2025-12-31 02:36:03.849488
730,Counter-Strike 2,808243,2025-12-31 02:36:03.849488
578080,PUBG: Battlegrounds,130464,2025-12-31 02:36:03.849488
1172470,Apex Legends,54076,2025-12-31 02:36:03.849488
570,Dota 2,447797,2025-12-31 02:36:03.849488
1778820,TEKKEN 8,5414,2025-12-31 02:36:03.849488
271590,Grand Theft Auto V,60015,2025-12-31 02:46:07.177326
1811260,EA SPORTS FC™ 26,609,2025-12-31 02:46:07.177326
730,Counter-Strike 2,808243,2025-12-31 02:46:07.177326
578080,PUBG: Battlegrounds,130464,2025-12-31 02:46:07.177326
1172470,Apex Legends,54076,2025-12-31 02:46:07.177326
570,Dota 2,447797,2025-12-31 02:46:07.177326
1778820,TEKKEN 8,5414,2025-12-31 02:46:07.177326
271590,Grand Theft Auto V,58753,2025-12-31 02:56:09.752342
1811260,EA SPORTS FC™ 26,609,2025-12-31 02:56:09.752342
730,Counter-Strike 2,811763,2025-12-31 02:56:09.752342
578080,PUBG: Battlegrounds,139371,2025-12-31 02:56:09.752342
1172470,Apex Legends,55893,2025-12-31 02:56:09.752342
570,Dota 2,448500,2025-12-31 02:56:09.752342
1778820,TEKKEN 8,5360,2025-12-31 02:56:09.752342
271590,Grand Theft Auto V,58753,2025-12-31 03:06:13.009388
1811260,EA SPORTS FC™ 26,587,2025-12-31 03:06:13.009388
730,Counter-Strike 2,808227,2025-12-31 03:06:13.009388
578080,PUBG: Battlegrounds,139371,2025-12-31 03:06:13.009388
1172470,Apex Legends,57052,2025-12-31 03:06:13.009388
570,Dota 2,448500,2025-12-31 03:06:13.009388
1778820,TEKKEN 8,5360,2025-12-31 03:06:13.009388
271590,Grand Theft Auto V,55554,2025-12-31 03:16:15.843559
1811260,EA SPORTS FC™ 26,587,2025-12-31 03:16:15.843559
730,Counter-Strike 2,808227,2025-12-31 03:16:15.843559
578080,PUBG: Battlegrounds,145588,2025-12-31 03:16:15.843559
1172470,Apex Legends,57052,2025-12-31 03:16:15.843559
570,Dota 2,449137,2025-12-31 03:16:15.843559
1778820,TEKKEN 8,5342,2025-12-31 03:16:15.843559
271590,Grand Theft Auto V,55554,2025-12-31 03:26:18.688567
1811260,EA SPORTS FC™ 26,583,2025-12-31 03:26:18.688567
730,Counter-Strike 2,802604,2025-12-31 03:26:18.688567
578080,PUBG: Battlegrounds,145588,2025-12-31 03:26:18.688567
1172470,Apex Legends,58219,2025-12-31 03:26:18.688567
570,Dota 2,449137,2025-12-31 03:26:18.688567
1778820,TEKKEN 8,5368,2025-12-31 03:26:18.688567
271590,Grand Theft Auto V,56725,2025-12-31 03:36:21.714259
1811260,EA SPORTS FC™ 26,583,2025-12-31 03:36:21.714259
730,Counter-Strike 2,802604,2025-12-31 03:36:21.714259
578080,PUBG: Battlegrounds,150863,2025-12-31 03:36:21.714259
1172470,Apex Legends,58219,2025-12-31 03:36:21.714259
570,Dota 2,448274,2025-12-31 03:36:21.714259
1778820,TEKKEN 8,5368,2025-12-31 03:36:21.714259
271590,Grand Theft Auto V,56725,2025-12-31 03:46:24.554546
1811260,EA SPORTS FC™ 26,562,2025-12-31 03:46:24.554546
730,Counter-Strike 2,793886,2025-12-31 03:46:24.554546
578080,PUBG: Battlegrounds,150863,2025-12-31 03:46:24.554546
1172470,Apex Legends,59453,2025-12-31 03:46:24.554546
570,Dota 2,448274,2025-12-31 03:46:24.554546
1778820,TEKKEN 8,5377,2025-12-31 03:46:24.554546
271590,Grand Theft Auto V,56691,2025-12-31 03:56:27.409535
1811260,EA SPORTS FC™ 26,562,2025-12-31 03:56:27.409535
730,Counter-Strike 2,793886,2025-12-31 03:56:27.409535
578080,PUBG: Battlegrounds,156994,2025-12-31 03:56:27.409535
1172470,Apex Legends,59453,2025-12-31 03:56:27.409535
570,Dota 2,447532,2025-12-31 03:56:27.409535
1778820,TEKKEN 8,5377,2025-12-31 03:56:27.409535
271590,Grand Theft Auto V,56691,2025-12-31 04:06:30.242997
1811260,EA SPORTS FC™ 26,546,2025-12-31 04:06:30.242997
730,Counter-Strike 2,787617,2025-12-31 04:06:30.242997
578080,PUBG: Battlegrounds,156994,2025-12-31 04:06:30.242997
1172470,Apex Legends,60624,2025-12-31 04:06:30.242997
570,Dota 2,447532,2025-12-31 04:06:30.242997
1778820,TEKKEN 8,5385,2025-12-31 04:06:30.242997
271590,Grand Theft Auto V,55905,2025-12-31 04:16:33.163705
1811260,EA SPORTS FC™ 26,546,2025-12-31 04:16:33.163705
730,Counter-Strike 2,787617,2025-12-31 04:16:33.163705
578080,PUBG: Battlegrounds,166619,2025-12-31 04:16:33.163705
1172470,Apex Legends,60624,2025-12-31 04:16:33.163705
570,Dota 2,446352,2025-12-31 04:16:33.163705
1778820,TEKKEN 8,5361,2025-12-31 04:16:33.163705
271590,Grand Theft Auto V,55905,2025-12-31 04:26:35.974129
1811260,EA SPORTS FC™ 26,525,2025-12-31 04:26:35.974129
730,Counter-Strike 2,796673,2025-12-31 04:26:35.974129
578080,PUBG: Battlegrounds,166619,2025-12-31 04:26:35.974129
1172470,Apex Legends,63249,2025-12-31 04:26:35.974129
570,Dota 2,446352,2025-12-31 04:26:35.974129
1778820,TEKKEN 8,5361,2025-12-31 04:26:35.974129
271590,Grand Theft Auto V,57033,2025-12-31 04:36:38.746658
1811260,EA SPORTS FC™ 26,525,2025-12-31 04:36:38.746658
730,Counter-Strike 2,796673,2025-12-31 04:36:38.746658
578080,PUBG: Battlegrounds,180690,2025-12-31 04:36:38.746658
1172470,Apex Legends,63249,2025-12-31 04:36:38.746658
570,Dota 2,449077,2025-12-31 04:36:38.746658
1778820,TEKKEN 8,5282,2025-12-31 04:36:38.746658
271590,Grand Theft Auto V,57033,2025-12-31 04:46:41.576370
1811260,EA SPORTS FC™ 26,490,2025-12-31 04:46:41.576370
730,Counter-Strike 2,809054,2025-12-31 04:46:41.576370
578080,PUBG: Battlegrounds,180690,2025-12-31 04:46:41.576370
1172470,Apex Legends,65427,2025-12-31 04:46:41.576370
570,Dota 2,449077,2025-12-31 04:46:41.576370
1778820,TEKKEN 8,5203,2025-12-31 04:46:41.576370
271590,Grand Theft Auto V,57644,2025-12-31 04:56:44.362723
1811260,EA SPORTS FC™ 26,490,2025-12-31 04:56:44.362723
730,Counter-Strike 2,809054,2025-12-31 04:56:44.362723
578080,PUBG: Battlegrounds,194473,2025-12-31 04:56:44.362723
1172470,Apex Legends,65427,2025-12-31 04:56:44.362723
570,Dota 2,448809,2025-12-31 04:56:44.362723
1778820,TEKKEN 8,5203,2025-12-31 04:56:44.362723
271590,Grand Theft Auto V,57644,2025-12-31 05:06:47.276315
1811260,EA SPORTS FC™ 26,478,2025-12-31 05:06:47.276315
730,Counter-Strike 2,823749,2025-12-31 05:06:47.276315
578080,PUBG: Battlegrounds,194473,2025-12-31 05:06:47.276315
1172470,Apex Legends,68958,2025-12-31 05:06:47.276315
570,Dota 2,448809,2025-12-31 05:06:47.276315
1778820,TEKKEN 8,5241,2025-12-31 05:06:47.276315
271590,Grand Theft Auto V,58286,2025-12-31 05:16:50.089446
1811260,EA SPORTS FC™ 26,478,2025-12-31 05:16:50.089446
730,Counter-Strike 2,823749,2025-12-31 05:16:50.089446
578080,PUBG: Battlegrounds,208435,2025-12-31 05:16:50.089446
1172470,Apex Legends,68958,2025-12-31 05:16:50.089446
570,Dota 2,447829,2025-12-31 05:16:50.089446
1778820,TEKKEN 8,5241,2025-12-31 05:16:50.089446
271590,Grand Theft Auto V,58286,2025-12-31 05:26:53.006108
1811260,EA SPORTS FC™ 26,487,2025-12-31 05:26:53.006108
730,Counter-Strike 2,832374,2025-12-31 05:26:53.006108
578080,PUBG: Battlegrounds,208435,2025-12-31 05:26:53.006108
1172470,Apex Legends,71557,2025-12-31 05:26:53.006108
570,Dota 2,447829,2025-12-31 05:26:53.006108
1778820,TEKKEN 8,5146,2025-12-31 05:26:53.006108
271590,Grand Theft Auto V,59091,2025-12-31 05:36:55.872726
1811260,EA SPORTS FC™ 26,487,2025-12-31 05:36:55.872726
730,Counter-Strike 2,832374,2025-12-31 05:36:55.872726
578080,PUBG: Battlegrounds,222020,2025-12-31 05:36:55.872726
1172470,Apex Legends,71557,2025-12-31 05:36:55.872726
570,Dota 2,449311,2025-12-31 05:36:55.872726
1778820,TEKKEN 8,5085,2025-12-31 05:36:55.872726
271590,Grand Theft Auto V,59091,2025-12-31 05:46:58.736263
1811260,EA SPORTS FC™ 26,489,2025-12-31 05:46:58.736263
730,Counter-Strike 2,838661,2025-12-31 05:46:58.736263
578080,PUBG: Battlegrounds,222020,2025-12-31 05:46:58.736263
1172470,Apex Legends,73954,2025-12-31 05:46:58.736263
570,Dota 2,449311,2025-12-31 05:46:58.736263
1778820,TEKKEN 8,5085,2025-12-31 05:46:58.736263
271590,Grand Theft Auto V,59713,2025-12-31 05:57:01.716017
1811260,EA SPORTS FC™ 26,489,2025-12-31 05:57:01.716017
730,Counter-Strike 2,838661,2025-12-31 05:57:01.716017
578080,PUBG: Battlegrounds,235166,2025-12-31 05:57:01.716017
1172470,Apex Legends,73954,2025-12-31 05:57:01.716017
570,Dota 2,452729,2025-12-31 05:57:01.716017
1778820,TEKKEN 8,5103,2025-12-31 05:57:01.716017
271590,Grand Theft Auto V,59713,2025-12-31 06:07:04.558090
1811260,EA SPORTS FC™ 26,498,2025-12-31 06:07:04.558090
730,Counter-Strike 2,842153,2025-12-31 06:07:04.558090
578080,PUBG: Battlegrounds,235166,2025-12-31 06:07:04.558090
1172470,Apex Legends,75374,2025-12-31 06:07:04.558090
570,Dota 2,452729,2025-12-31 06:07:04.558090
1778820,TEKKEN 8,5124,2025-12-31 06:07:04.558090
271590,Grand Theft Auto V,61028,2025-12-31 06:17:07.131984
1811260,EA SPORTS FC™ 26,498,2025-12-31 06:17:07.131984
730,Counter-Strike 2,851469,2025-12-31 06:17:07.131984
578080,PUBG: Battlegrounds,247964,2025-12-31 06:17:07.131984
1172470,Apex Legends,76729,2025-12-31 06:17:07.131984
570,Dota 2,454618,2025-12-31 06:17:07.131984
1778820,TEKKEN 8,5124,2025-12-31 06:17:07.131984
271590,Grand Theft Auto V,61028,2025-12-31 06:27:10.199637
1811260,EA SPORTS FC™ 26,481,2025-12-31 06:27:10.199637
730,Counter-Strike 2,851469,2025-12-31 06:27:10.199637
578080,PUBG: Battlegrounds,247964,2025-12-31 06:27:10.199637
1172470,Apex Legends,76729,2025-12-31 06:27:10.199637
570,Dota 2,454618,2025-12-31 06:27:10.199637
1778820,TEKKEN 8,5078,2025-12-31 06:27:10.199637
271590,Grand Theft Auto V,62479,2025-12-31 06:37:12.807133
1811260,EA SPORTS FC™ 26,481,2025-12-31 06:37:12.807133
730,Counter-Strike 2,868175,2025-12-31 06:37:12.807133
578080,PUBG: Battlegrounds,261669,2025-12-31 06:37:12.807133
1172470,Apex Legends,78563,2025-12-31 06:37:12.807133
570,Dota 2,457468,2025-12-31 06:37:12.807133
1778820,TEKKEN 8,5002,2025-12-31 06:37:12.807133
271590,Grand Theft Auto V,62479,2025-12-31 06:47:16.139614
1811260,EA SPORTS FC™ 26,449,2025-12-31 06:47:16.139614
730,Counter-Strike 2,868175,2025-12-31 06:47:16.139614
578080,PUBG: Battlegrounds,261669,2025-12-31 06:47:16.139614
1172470,Apex Legends,78563,2025-12-31 06:47:16.139614
570,Dota 2,457468,2025-12-31 06:47:16.139614
1778820,TEKKEN 8,5002,2025-12-31 06:47:16.139614
271590,Grand Theft Auto V,64397,2025-12-31 06:57:18.792207
1811260,EA SPORTS FC™ 26,449,2025-12-31 06:57:18.792207
730,Counter-Strike 2,883006,2025-12-31 06:57:18.792207
578080,PUBG: Battlegrounds,273433,2025-12-31 06:57:18.792207
1172470,Apex Legends,80053,2025-12-31 06:57:18.792207
570,Dota 2,460590,2025-12-31 06:57:18.792207
1778820,TEKKEN 8,4953,2025-12-31 06:57:18.792207
271590,Grand Theft Auto V,64397,2025-12-31 07:07:22.002442
1811260,EA SPORTS FC™ 26,447,2025-12-31 07:07:22.002442
730,Counter-Strike 2,883006,2025-12-31 07:07:22.002442
578080,PUBG: Battlegrounds,273433,2025-12-31 07:07:22.002442
1172470,Apex Legends,80053,2025-12-31 07:07:22.002442
570,Dota 2,460590,2025-12-31 07:07:22.002442
1778820,TEKKEN 8,4953,2025-12-31 07:07:22.002442
271590,Grand Theft Auto V,66189,2025-12-31 07:17:24.547940
1811260,EA SPORTS FC™ 26,447,2025-12-31 07:17:24.547940
730,Counter-Strike 2,899650,2025-12-31 07:17:24.547940
578080,PUBG: Battlegrounds,282545,2025-12-31 07:17:24.547940
1172470,Apex Legends,80812,2025-12-31 07:17:24.547940
570,Dota 2,460497,2025-12-31 07:17:24.547940
1778820,TEKKEN 8,4866,2025-12-31 07:17:24.547940
271590,Grand Theft Auto V,66189,2025-12-31 07:27:28.086223
1811260,EA SPORTS FC™ 26,442,2025-12-31 07:27:28.086223
730,Counter-Strike 2,899650,2025-12-31 07:27:28.086223
578080,PUBG: Battlegrounds,282545,2025-12-31 07:27:28.086223
1172470,Apex Legends,80812,2025-12-31 07:27:28.086223
570,Dota 2,460497,2025-12-31 07:27:28.086223
1778820,TEKKEN 8,4866,2025-12-31 07:27:28.086223
271590,Grand Theft Auto V,68467,2025-12-31 07:37:30.677815
1811260,EA SPORTS FC™ 26,442,2025-12-31 07:37:30.677815
730,Counter-Strike 2,919659,2025-12-31 07:37:30.677815
578080,PUBG: Battlegrounds,290088,2025-12-31 07:37:30.677815
1172470,Apex Legends,81862,2025-12-31 07:37:30.677815
570,Dota 2,470722,2025-12-31 07:37:30.677815
1778820,TEKKEN 8,4735,2025-12-31 07:37:30.677815
271590,Grand Theft Auto V,68467,2025-12-31 07:47:33.952064
1811260,EA SPORTS FC™ 26,453,2025-12-31 07:47:33.952064
730,Counter-Strike 2,919659,2025-12-31 07:47:33.952064
578080,PUBG: Battlegrounds,290088,2025-12-31 07:47:33.952064
1172470,Apex Legends,81862,2025-12-31 07:47:33.952064
570,Dota 2,470722,2025-12-31 07:47:33.952064
1778820,TEKKEN 8,4735,2025-12-31 07:47:33.952064
271590,Grand Theft Auto V,70844,2025-12-31 07:57:36.532457
1811260,EA SPORTS FC™ 26,453,2025-12-31 07:57:36.532457
730,Counter-Strike 2,943897,2025-12-31 07:57:36.532457
578080,PUBG: Battlegrounds,294318,2025-12-31 07:57:36.532457
1172470,Apex Legends,82577,2025-12-31 07:57:36.532457
570,Dota 2,478320,2025-12-31 07:57:36.532457
1778820,TEKKEN 8,4718,2025-12-31 07:57:36.532457
271590,Grand Theft Auto V,70844,2025-12-31 08:07:39.758354
1811260,EA SPORTS FC™ 26,456,2025-12-31 08:07:39.758354
730,Counter-Strike 2,943897,2025-12-31 08:07:39.758354
578080,PUBG: Battlegrounds,294318,2025-12-31 08:07:39.758354
1172470,Apex Legends,82577,2025-12-31 08:07:39.758354
570,Dota 2,478320,2025-12-31 08:07:39.758354
1778820,TEKKEN 8,4718,2025-12-31 08:07:39.758354
271590,Grand Theft Auto V,72826,2025-12-31 08:17:42.394410
1811260,EA SPORTS FC™ 26,456,2025-12-31 08:17:42.394410
730,Counter-Strike 2,962349,2025-12-31 08:17:42.394410
578080,PUBG: Battlegrounds,295351,2025-12-31 08:17:42.394410
1172470,Apex Legends,82547,2025-12-31 08:17:42.394410
570,Dota 2,483337,2025-12-31 08:17:42.394410
1778820,TEKKEN 8,4741,2025-12-31 08:17:42.394410
271590,Grand Theft Auto V,72826,2025-12-31 08:27:44.803698
1811260,EA SPORTS FC™ 26,442,2025-12-31 08:27:44.803698
730,Counter-Strike 2,962349,2025-12-31 08:27:44.803698
578080,PUBG: Battlegrounds,295351,2025-12-31 08:27:44.803698
1172470,Apex Legends,82547,2025-12-31 08:27:44.803698
570,Dota 2,483337,2025-12-31 08:27:44.803698
1778820,TEKKEN 8,4740,2025-12-31 08:27:44.803698
271590,Grand Theft Auto V,75574,2025-12-31 08:37:47.691264
1811260,EA SPORTS FC™ 26,442,2025-12-31 08:37:47.691264
730,Counter-Strike 2,988926,2025-12-31 08:37:47.691264
578080,PUBG: Battlegrounds,293648,2025-12-31 08:37:47.691264
1172470,Apex Legends,81865,2025-12-31 08:37:47.691264
570,Dota 2,494142,2025-12-31 08:37:47.691264
1778820,TEKKEN 8,4740,2025-12-31 08:37:47.691264
271590,Grand Theft Auto V,75574,2025-12-31 08:47:53.855264
1811260,EA SPORTS FC™ 26,441,2025-12-31 08:47:53.855264
730,Counter-Strike 2,988926,2025-12-31 08:47:53.855264
578080,PUBG: Battlegrounds,293648,2025-12-31 08:47:53.855264
1172470,Apex Legends,81865,2025-12-31 08:47:53.855264
570,Dota 2,494142,2025-12-31 08:47:53.855264
1778820,TEKKEN 8,4732,2025-12-31 08:47:53.855264
271590,Grand Theft Auto V,78106,2025-12-31 08:57:56.548184
1811260,EA SPORTS FC™ 26,441,2025-12-31 08:57:56.548184
730,Counter-Strike 2,1010884,2025-12-31 08:57:56.548184
578080,PUBG: Battlegrounds,288627,2025-12-31 08:57:56.548184
1172470,Apex Legends,80452,2025-12-31 08:57:56.548184
570,Dota 2,502530,2025-12-31 08:57:56.548184
1778820,TEKKEN 8,4732,2025-12-31 08:57:56.548184
271590,Grand Theft Auto V,78106,2025-12-31 09:07:59.990393
1811260,EA SPORTS FC™ 26,479,2025-12-31 09:07:59.990393
730,Counter-Strike 2,1010884,2025-12-31 09:07:59.990393
578080,PUBG: Battlegrounds,288627,2025-12-31 09:07:59.990393
1172470,Apex Legends,80452,2025-12-31 09:07:59.990393
570,Dota 2,502530,2025-12-31 09:07:59.990393
1778820,TEKKEN 8,4764,2025-12-31 09:07:59.990393
271590,Grand Theft Auto V,80915,2025-12-31 09:15:34.324919
1811260,EA SPORTS FC™ 26,479,2025-12-31 09:15:34.324919
730,Counter-Strike 2,1023136,2025-12-31 09:15:34.324919
578080,PUBG: Battlegrounds,279125,2025-12-31 09:15:34.324919
1172470,Apex Legends,77348,2025-12-31 09:15:34.324919
570,Dota 2,508110,2025-12-31 09:15:34.324919
1778820,TEKKEN 8,4764,2025-12-31 09:15:34.324919
271590,Grand Theft Auto V,80915,2025-12-31 09:25:34.857167
1811260,EA SPORTS FC™ 26,496,2025-12-31 09:25:34.857167
730,Counter-Strike 2,1023136,2025-12-31 09:25:34.857167
578080,PUBG: Battlegrounds,279125,2025-12-31 09:25:34.857167
1172470,Apex Legends,77348,2025-12-31 09:25:34.857167
570,Dota 2,508110,2025-12-31 09:25:34.857167
1778820,TEKKEN 8,4868,2025-12-31 09:25:34.857167
271590,Grand Theft Auto V,83760,2025-12-31 09:35:37.803369
1811260,EA SPORTS FC™ 26,496,2025-12-31 09:35:37.803369
730,Counter-Strike 2,1032158,2025-12-31 09:35:37.803369
578080,PUBG: Battlegrounds,270755,2025-12-31 09:35:37.803369
1172470,Apex Legends,74380,2025-12-31 09:35:37.803369
570,Dota 2,512784,2025-12-31 09:35:37.803369
1778820,TEKKEN 8,4868,2025-12-31 09:35:37.803369
271590,Grand Theft Auto V,83760,2025-12-31 09:45:41.470920
1811260,EA SPORTS FC™ 26,538,2025-12-31 09:45:41.470920
730,Counter-Strike 2,1032158,2025-12-31 09:45:41.470920
578080,PUBG: Battlegrounds,270755,2025-12-31 09:45:41.470920
1172470,Apex Legends,74380,2025-12-31 09:45:41.470920
570,Dota 2,512784,2025-12-31 09:45:41.470920
1778820,TEKKEN 8,4852,2025-12-31 09:45:41.470920
271590,Grand Theft Auto V,85904,2025-12-31 09:55:44.611824
1811260,EA SPORTS FC™ 26,538,2025-12-31 09:55:44.611824
730,Counter-Strike 2,1043811,2025-12-31 09:55:44.611824
578080,PUBG: Battlegrounds,265589,2025-12-31 09:55:44.611824
1172470,Apex Legends,71846,2025-12-31 09:55:44.611824
570,Dota 2,520556,2025-12-31 09:55:44.611824
1778820,TEKKEN 8,4852,2025-12-31 09:55:44.611824
271590,Grand Theft Auto V,85904,2025-12-31 10:05:48.569687
1811260,EA SPORTS FC™ 26,589,2025-12-31 10:05:48.569687
730,Counter-Strike 2,1043811,2025-12-31 10:05:48.569687
578080,PUBG: Battlegrounds,265589,2025-12-31 10:05:48.569687
1172470,Apex Legends,71846,2025-12-31 10:05:48.569687
570,Dota 2,520556,2025-12-31 10:05:48.569687
1778820,TEKKEN 8,4923,2025-12-31 10:05:48.569687
271590,Grand Theft Auto V,88569,2025-12-31 10:15:52.839944
1811260,EA SPORTS FC™ 26,589,2025-12-31 10:15:52.839944
730,Counter-Strike 2,1059844,2025-12-31 10:15:52.839944
578080,PUBG: Battlegrounds,266194,2025-12-31 10:15:52.839944
1172470,Apex Legends,71292,2025-12-31 10:15:52.839944
570,Dota 2,527383,2025-12-31 10:15:52.839944
1778820,TEKKEN 8,4923,2025-12-31 10:15:52.839944
271590,Grand Theft Auto V,88569,2025-12-31 10:25:56.633312
1811260,EA SPORTS FC™ 26,631,2025-12-31 10:25:56.633312
730,Counter-Strike 2,1059844,2025-12-31 10:25:56.633312
578080,PUBG: Battlegrounds,266194,2025-12-31 10:25:56.633312
1172470,Apex Legends,71292,2025-12-31 10:25:56.633312
570,Dota 2,527383,2025-12-31 10:25:56.633312
1778820,TEKKEN 8,5008,2025-12-31 10:25:56.633312
271590,Grand Theft Auto V,90813,2025-12-31 10:35:59.628631
1811260,EA SPORTS FC™ 26,631,2025-12-31 10:35:59.628631
730,Counter-Strike 2,1077428,2025-12-31 10:35:59.628631
578080,PUBG: Battlegrounds,275675,2025-12-31 10:35:59.628631
1172470,Apex Legends,72145,2025-12-31 10:35:59.628631
570,Dota 2,535210,2025-12-31 10:35:59.628631
1778820,TEKKEN 8,5008,2025-12-31 10:35:59.628631
271590,Grand Theft Auto V,90813,2025-12-31 10:46:02.933573
1811260,EA SPORTS FC™ 26,646,2025-12-31 10:46:02.933573
730,Counter-Strike 2,1077428,2025-12-31 10:46:02.933573
578080,PUBG: Battlegrounds,275675,2025-12-31 10:46:02.933573
1172470,Apex Legends,72145,2025-12-31 10:46:02.933573
570,Dota 2,535210,2025-12-31 10:46:02.933573
1778820,TEKKEN 8,5273,2025-12-31 10:46:02.933573
271590,Grand Theft Auto V,93823,2025-12-31 10:56:05.996801
1811260,EA SPORTS FC™ 26,646,2025-12-31 10:56:05.996801
730,Counter-Strike 2,1114308,2025-12-31 10:56:05.996801
578080,PUBG: Battlegrounds,291915,2025-12-31 10:56:05.996801
1172470,Apex Legends,75276,2025-12-31 10:56:05.996801
570,Dota 2,544644,2025-12-31 10:56:05.996801
1778820,TEKKEN 8,5273,2025-12-31 10:56:05.996801
271590,Grand Theft Auto V,93823,2025-12-31 11:06:09.389807
1811260,EA SPORTS FC™ 26,680,2025-12-31 11:06:09.389807
730,Counter-Strike 2,1114308,2025-12-31 11:06:09.389807
578080,PUBG: Battlegrounds,291915,2025-12-31 11:06:09.389807
1172470,Apex Legends,75276,2025-12-31 11:06:09.389807
570,Dota 2,544644,2025-12-31 11:06:09.389807
1778820,TEKKEN 8,5371,2025-12-31 11:06:09.389807
271590,Grand Theft Auto V,96076,2025-12-31 11:16:12.404977
1811260,EA SPORTS FC™ 26,680,2025-12-31 11:16:12.404977
730,Counter-Strike 2,1144478,2025-12-31 11:16:12.404977
578080,PUBG: Battlegrounds,313187,2025-12-31 11:16:12.404977
1172470,Apex Legends,80076,2025-12-31 11:16:12.404977
570,Dota 2,560084,2025-12-31 11:16:12.404977
1778820,TEKKEN 8,5371,2025-12-31 11:16:12.404977
271590,Grand Theft Auto V,96076,2025-12-31 11:26:16.140777
1811260,EA SPORTS FC™ 26,691,2025-12-31 11:26:16.140777
730,Counter-Strike 2,1144478,2025-12-31 11:26:16.140777
578080,PUBG: Battlegrounds,313187,2025-12-31 11:26:16.140777
1172470,Apex Legends,80076,2025-12-31 11:26:16.140777
570,Dota 2,560084,2025-12-31 11:26:16.140777
1778820,TEKKEN 8,5517,2025-12-31 11:26:16.140777
271590,Grand Theft Auto V,98140,2025-12-31 11:36:19.305375
1811260,EA SPORTS FC™ 26,691,2025-12-31 11:36:19.305375
730,Counter-Strike 2,1207334,2025-12-31 11:36:19.305375
578080,PUBG: Battlegrounds,338702,2025-12-31 11:36:19.305375
1172470,Apex Legends,87070,2025-12-31 11:36:19.305375
